0.9,0,0.1,0,
0.768948,0.091629,0.0894231,0.00192308,
0.597396,0.223897,0.0815159,0.005061,
0.390532,0.387902,0.0789167,0.0100383,
0.193397,0.529833,0.0896047,0.0172528,
0.0671668,0.5786,0.123712,0.0261518,
0.0251667,0.527536,0.175916,0.0351051,
0.0209087,0.447383,0.223287,0.0425363,
0.0157198,0.386223,0.256569,0.0480671,
0.0165258,0.333785,0.278476,0.0521331,
0.0130947,0.297682,0.291243,0.0549424,
0.0161292,0.26362,0.297951,0.0568551,
0.0114718,0.244495,0.299646,0.0579486,
0.0172449,0.219378,0.298681,0.0585565,
0.00993664,0.21205,0.294764,0.0585923,
0.0189614,0.190292,0.290217,0.0584413,
0.00880388,0.191232,0.283604,0.0578393,
0.0201984,0.170922,0.277582,0.0572634,
0.00890364,0.176198,0.269899,0.0563034,
0.0200852,0.158464,0.263388,0.0554894,
0.0105243,0.163786,0.255599,0.0543674,
0.0188067,0.150576,0.249005,0.053413,
0.0128613,0.153188,0.241645,0.0522567,
0.0174162,0.144869,0.235173,0.0512249,
0.0148174,0.144608,0.228435,0.0500983,
0.0166944,0.139751,0.22225,0.0490435,
0.0159918,0.137907,0.216126,0.0479677,
0.0166378,0.134764,0.210352,0.0469329,
0.0166295,0.132478,0.204775,0.0459124,
0.0168981,0.130008,0.199461,0.044923,
0.017049,0.127768,0.194372,0.0439598,
0.0172327,0.125579,0.18951,0.0430264,
0.0173976,0.123486,0.184863,0.042122,
0.0175599,0.121463,0.180422,0.0412471,
0.0177152,0.119506,0.176176,0.0404012,
0.0178643,0.11761,0.172116,0.0395837,
0.0180074,0.115769,0.168231,0.0387941,
0.0181444,0.113981,0.164512,0.0380315,
0.0182754,0.112241,0.16095,0.0372951,
0.018401,0.110547,0.157536,0.036584,
0.0185212,0.108896,0.154263,0.0358971,
0.0186358,0.107287,0.151123,0.0352337,
0.018745,0.105718,0.148107,0.0345927,
0.0188494,0.104186,0.145211,0.0339732,
0.0189492,0.10269,0.142426,0.0333744,
0.0190442,0.10123,0.139748,0.0327953,
0.019135,0.0998036,0.137169,0.032235,
0.0192215,0.0984101,0.134686,0.0316929,
0.0193036,0.0970488,0.132292,0.031168,
0.019382,0.095718,0.129983,0.0306596,
